Name,Typ,Adresse,Latitude,Longitude,Elevation,Entfernung_m
Gasthof Alpenrose,restaurant,Adresse unbekannt,46.826200,11.287882,,12
Drinking_water,drinking_water,Adresse unbekannt,46.826444,11.307530,,7
Innerwalten,restaurant,"39015, St. Leonhard in Passeier - San Leonardo in Passiria",46.826415,11.307695,,10
Jägerhof,restaurant,Adresse unbekannt,46.827295,11.302337,,26
Drinking_water,drinking_water,Adresse unbekannt,46.825192,11.309247,,117
Jaufenalm,restaurant,"39015, St. Leonhard in Passeier - San Leonardo in Passiria",46.835816,11.311634,,86
Enzianhütte,restaurant,Adresse unbekannt,46.838486,11.302524,,14
Edelweisshütte,cafe,Adresse unbekannt,46.839254,11.320834,,14
Bakery,bakery,Adresse unbekannt,46.880799,11.404626,,103
A.nett,cafe,Adresse unbekannt,46.880399,11.404366,,73
Drinking_water,drinking_water,Adresse unbekannt,46.881842,11.405956,,106
Derby Club,restaurant,"Penserjochstraße - Via Passo Pennes, 1, 39049, Sterzing - Vipiteno",46.887291,11.431620,,213
Bar by Kristi,cafe,"Lentweg, 11, 39049, Sterzing",46.890201,11.434677,,24
Walcher,bakery,Adresse unbekannt,46.891896,11.427154,,176
Drinking_water,drinking_water,Adresse unbekannt,46.890845,11.433714,,38
Hotel Hubertushof,restaurant,"Marconistraße - Via Marconi, 19, 39049, Sterzing - Vipiteno",46.893482,11.431412,,153
Drinking_water,drinking_water,Adresse unbekannt,46.891293,11.428889,,100
Pizza Viva,restaurant,"Michael-Gaismair-Siedlung - Rione Michael Gaismair, 2, 39049, Sterzing - Vipiteno",46.891162,11.429239,,76
Walcher,bakery,Adresse unbekannt,46.896263,11.431223,,61
Lilie Restaurant,restaurant,"Neustadt - Via Città Nuova, 49, 39049",46.896840,11.432059,,32
Lamm,restaurant,Adresse unbekannt,46.897949,11.431447,,17
Goldenes Kreuz,restaurant,Adresse unbekannt,46.896968,11.431808,,10
Bar Stöckl,cafe,Adresse unbekannt,46.896676,11.431959,,44
Café Rose,cafe,Adresse unbekannt,46.896560,11.432808,,5
Despar - Knollenberger,supermarket,Adresse unbekannt,46.895281,11.432367,,18
Café Frick,cafe,Adresse unbekannt,46.896199,11.431192,,60
Pardeller,bakery,"Neustadt - Città Nuova, 26b, 39049, Sterzing - Vipiteno",46.897480,11.431599,,19
Drinking_water,drinking_water,Adresse unbekannt,46.897070,11.431936,,6
Poli Supermarket,supermarket,Adresse unbekannt,46.894212,11.430139,,96
Häusler,bakery,"Neustadt - Città Nuova, 11, 39049, Sterzing - Vipiteno",46.898136,11.431662,,30
Gut & Gerne - Regionale Spezialitäten,supermarket,"Neustadt - Città Nuova, 22, 39049, Sterzing - Vipiteno",46.897793,11.431509,,8
Am Tor,restaurant,"Gänsbacherstraße - Via Gänsbacher, 3, 39049, Sterzing - Vipiteno",46.896159,11.432262,,53
Kleine Flamme,restaurant,"Neustadt - Città Nuova, 31, 39049, Sterzing - Vipiteno",46.897460,11.431859,,5
Kolping,restaurant,Adresse unbekannt,46.897643,11.431072,,59
Gut & Gerne,supermarket,"Neustadt - Via Città Nuova, 32a",46.897150,11.431724,,8
Café Rossi,cafe,"Neustadt - Via Città Nuova, 27",46.897640,11.431816,,9
Kolping Haus Bar Restaurant Pizzaria,restaurant,Adresse unbekannt,46.897644,11.431429,,26
Drinking_water,drinking_water,Adresse unbekannt,46.896259,11.432058,,78
Pizzeria Cafe Seidner,restaurant,Sterzing - Vipiteno,46.897954,11.432809,,2
Sterzingerhof,restaurant,"Geizkoflerstraße - Via Geizkofler, 15, 39049, Sterzing - Vipiteno",46.898272,11.433551,,36
Rad Sport Freund,bicycle,"Dantestraße - Via Dante, 3, 39049, Sterzing - Vipiteno",46.897941,11.433440,,18
Arbor,restaurant,Adresse unbekannt,46.898313,11.433419,,28
Schwemme,cafe,Adresse unbekannt,46.898940,11.431036,,134
EuroSpin,supermarket,"Stadtplatz - Piazza Città, 39049",46.899144,11.433352,,114
Sole,restaurant,Adresse unbekannt,46.898233,11.433815,,60
Pardeller,bakery,"Altstadt - Città Vecchia, 19, 39049, Sterzing - Vipiteno",46.899815,11.430469,,249
Gschwentner,supermarket,Adresse unbekannt,46.900000,11.430561,,263
Konditorei Prenn,cafe,Adresse unbekannt,46.899882,11.430463,,256
Ristorante Pizzeria Sport Bar,restaurant,"Geizkoflerstraße - Via Geizkofler, 8, 39049, Sterzing - Vipiteno",46.898588,11.432336,,69
Zur Traube,restaurant,Adresse unbekannt,46.899624,11.430849,,212
Drinking_water,drinking_water,Adresse unbekannt,46.898029,11.432576,,4
Stadtbrunnen,drinking_water,Adresse unbekannt,46.899316,11.431769,,156
Gasthof Sterzingerhof,restaurant,"Geizkoflerstraße - Via Geizkofler, 15, 39049, Sterzing - Vipiteno",46.898238,11.433484,,27
Cafe Stadttheater,cafe,Adresse unbekannt,46.897426,11.433915,,90
Gasthof Klammer,restaurant,Adresse unbekannt,46.893010,11.435525,,207
Thumburgerhof,restaurant,Adresse unbekannt,46.882038,11.437389,,159
Drinking_water,drinking_water,Adresse unbekannt,46.874493,11.444997,,6
Gasthaus Egg,restaurant,"Egg, 8, 39040, Freienfeld - Campo di Trens",46.846447,11.485755,,106
Gasthaus zum Stern,restaurant,Adresse unbekannt,46.780620,11.414321,,32
Murrerhof,restaurant,Adresse unbekannt,46.770350,11.372414,,142
Restaurant Feldrand,restaurant,"Weissenbach, 55, 39058, Sarntal - Sarentino",46.746122,11.358738,,36
Hotel Restaurant Pizzeria Alpenrose,restaurant,"28, 39058, Sarntal - Sarentino",46.733373,11.346823,,24
Drinking_water,drinking_water,Adresse unbekannt,46.671932,11.362263,,123
Weisses Rössl,restaurant,"6, 39058, Sarntal - Sarentino",46.665740,11.365174,,25
Stern,restaurant,"12, 39058, Sarntal - Sarentino",46.666305,11.365789,,43
Conad,supermarket,Astfeld - Campolasta,46.665595,11.364376,,43
Rott,supermarket,Adresse unbekannt,46.642982,11.357267,,221
Bierhitt,cafe,Adresse unbekannt,46.642976,11.357410,,206
Milchbar,cafe,28,46.643612,11.357200,,248
Zancanella,bakery,Adresse unbekannt,46.643763,11.357168,,258
Braunwirt,restaurant,Adresse unbekannt,46.642709,11.356782,,264
Höllriegl,restaurant,Adresse unbekannt,46.643110,11.357616,,188
Drinking_water,drinking_water,Adresse unbekannt,46.642846,11.356819,,265
Café Mair,cafe,Adresse unbekannt,46.644227,11.357096,,288
Gadthof Post Albergo,restaurant,Adresse unbekannt,46.643533,11.356921,,275
Sarner Forellenzucht - Troticoltura Sarentino,restaurant,Adresse unbekannt,46.627816,11.359938,,196
Trojer,supermarket,Adresse unbekannt,46.613976,11.374146,,17
Halbweg,restaurant,Adresse unbekannt,46.575657,11.376197,,46
Rastbichler,restaurant,Adresse unbekannt,46.509624,11.347750,,211
Ahoi! Minigolf,restaurant,"Lungo Talvera Bolzano - Bozner Wassermauer, 22, 39100, Bolzano - Bozen",46.509315,11.350873,,134
Drinking_water,drinking_water,Adresse unbekannt,46.509580,11.351055,,146
Drinking_water,drinking_water,Adresse unbekannt,46.502643,11.348985,,191
Pippo Brunnen - Fontana Parco Pippo,drinking_water,Adresse unbekannt,46.502945,11.345814,,135
Drinking_water,drinking_water,Adresse unbekannt,46.507394,11.347847,,165
Bar 2000,cafe,"Parco Francesco Petrarca - Francesco-Petrarca-Park, 10, 39100, Bolzano - Bozen",46.503204,11.346048,,123
Drinking_water,drinking_water,Adresse unbekannt,46.504079,11.348915,,93
Drinking_water,drinking_water,Adresse unbekannt,46.507103,11.350175,,95
Drinking_water,drinking_water,Adresse unbekannt,46.503104,11.349204,,181
Drinking_water,drinking_water,Adresse unbekannt,46.503952,11.348824,,93
Drinking_water,drinking_water,Adresse unbekannt,46.503871,11.349362,,147
Drinking_water,drinking_water,Adresse unbekannt,46.503927,11.349472,,154
Eurospar,supermarket,"Via Museo - Museumstraße, 39, 39100, Bolzano - Bozen",46.499864,11.350001,,102
Ristorante Pizzeria Gambrinus,restaurant,Adresse unbekannt,46.501260,11.344385,,231
Caffetteria 4 Novembre,cafe,Adresse unbekannt,46.501552,11.344046,,273
Drinking_water,drinking_water,Adresse unbekannt,46.501520,11.349751,,283
Drinking_water,drinking_water,Adresse unbekannt,46.500652,11.344205,,245
Bistro 12,restaurant,Adresse unbekannt,46.500293,11.349182,,140
Tosca 2,cafe,"Via Antonio Rosmini - Antonio-Rosmini-Straße, 91",46.499647,11.347733,,76
Insushi,restaurant,"Piazza della Vittoria - Siegesplatz, 20, 39100, Bolzano - Bozen",46.500127,11.344289,,228
Drinking_water,drinking_water,39190,46.501173,11.345407,,117
Bar Luce,cafe,"Piazza della Vittoria - Siegesplatz, 1, 39100, Bolzano - Bozen",46.499874,11.345821,,58
Bar Elena,cafe,Adresse unbekannt,46.499352,11.345472,,96
Drinking_water,drinking_water,Adresse unbekannt,46.499973,11.349451,,109
Drinking_water,drinking_water,Adresse unbekannt,46.500252,11.348101,,139
Windspitz,peak,N/A,46.685798,11.303636,2390.000000,4450
Tatschspitze - Montaccio di Pennes,peak,N/A,46.808819,11.482874,2526.000000,3751
Niedereck - Dosso Basso,peak,N/A,46.804851,11.466350,2304.000000,2294
Onsberg - Monte Ones,peak,N/A,46.827125,11.505808,1952.000000,3102
Rosskopf - Monte Cavallo,peak,N/A,46.914452,11.384067,2189.000000,4083
Merltennen,viewpoint,N/A,46.525336,11.384187,,2472
Mutkopf,peak,N/A,46.710770,11.137869,1664.000000,4386
,viewpoint,N/A,46.817588,11.247296,,22
Matteo Thun'scher Gucker,viewpoint,N/A,46.658925,11.186443,,1457
Skywalk Trauttmansdorff,viewpoint,N/A,46.661091,11.187173,,1651
Gänsekragenspitze - Punta di Campo,peak,N/A,46.819602,11.435652,2322.000000,243
Wilder-Mann-Bühel - Col dell'uomo,peak,N/A,46.442318,11.299787,643.000000,4729
,viewpoint,N/A,46.690011,11.185913,,1159
,viewpoint,N/A,46.865673,11.472645,,556
,viewpoint,N/A,46.557664,11.191915,,1968
Jaufenspitz - Cima Giovo,peak,N/A,46.834273,11.334409,2481.000000,1229
Mutspitz,peak,N/A,46.779610,11.178606,2265.000000,3959
Matatzspitz,peak,N/A,46.786198,11.192039,2178.000000,3167
Großer Mittager - Monte Catino,peak,N/A,46.684233,11.310195,2422.000000,3885
,viewpoint,N/A,46.503536,11.228977,,2756
Mutnellspitz - Muttanella,peak,N/A,46.779325,11.476459,2654.000000,4726
Sarner Scharte - Monte Forcella Sarentina,peak,N/A,46.650051,11.408421,2458.000000,4908
Sarner Weißhorn - Corno Bianco,peak,N/A,46.802381,11.396196,2705.000000,2803
Seespitz - Cima del Lago,peak,N/A,46.804228,11.341644,2430.000000,3995
Unterberg - Monte di Sotto,peak,N/A,46.785627,11.316721,2712.000000,4538
Seeblspitz - Punta della Sciabola,peak,N/A,46.760667,11.336957,2347.000000,2861
Sam,peak,N/A,46.672659,11.329342,2137.000000,2760
Schönjöchl - Cima di Giogobello,peak,N/A,46.762408,11.435416,2308.000000,2873
Poschberg,peak,N/A,46.767206,11.442077,2278.000000,2714
Teufentaler Spitz,peak,N/A,46.771233,11.448296,2341.000000,2808
Paulwand - Croda di Paolo,peak,N/A,46.786114,11.462629,2278.000000,3016
Nebelseespitz - Cima Nebbia,peak,N/A,46.783043,11.469437,2516.000000,3844
Kallmanspitz - Cima Colma,peak,N/A,46.723041,11.383444,2398.000000,3679
Hochplatzen,peak,N/A,46.798453,11.480177,2351.000000,3972
Astenberg - Monte Laste,peak,N/A,46.809503,11.455791,2367.000000,1039
Röthenspitz - Punta Rossa,peak,N/A,46.818095,11.416314,2441.000000,1233
Etschenspitz - Monte Eccio,peak,N/A,46.827862,11.405886,2430.000000,2798
Hohe Ferschl - Monte Versilio,peak,N/A,46.816271,11.382006,2365.000000,4544
Hoferspitz - Monte Cavo,peak,N/A,46.823301,11.378191,2379.000000,4532
Rastl - Monte Pausa,peak,N/A,46.830126,11.377351,2249.000000,3815
Gostjöchl - Giogo di Costa,peak,N/A,46.864272,11.382698,1799.000000,918
Durraspitz - Monte Dura,peak,N/A,46.852794,11.418431,1969.000000,3358
Hochrastl - Pausa Alta,peak,N/A,46.846516,11.422784,2057.000000,2529
Mandlseitejoch - Monte Mandola,peak,N/A,46.852233,11.434254,2185.000000,2344
Weiße Wand - Croda Bianca,peak,N/A,46.844355,11.456275,2205.000000,641
Grupper Jöchl - Monte Capo,peak,N/A,46.866333,11.425032,1797.000000,2287
Wurzer Alpenspitz,peak,N/A,46.878164,11.295288,2220.000000,4447
,viewpoint,N/A,46.491630,11.353899,,382
,viewpoint,N/A,46.711084,11.182338,,458
,viewpoint,N/A,46.683103,11.200458,,2843
Saxendlespitz - Piccola Cima del Sasso,peak,N/A,46.847673,11.279864,2186.000000,2327
,viewpoint,N/A,46.857104,11.503260,,1721
Burgblick,viewpoint,N/A,46.691337,11.151101,,2432
Hohe Kreuzspitze - Punta Altacroce,peak,N/A,46.854920,11.214419,2743.000000,4855
Gissmanner Nock - Colle della Madonnina,peak,N/A,46.605037,11.418940,1924.000000,4157
,viewpoint,N/A,46.767671,11.250549,,2990
Rifflspitz - Monte Sega,peak,N/A,46.769456,11.258818,2060.000000,3637
,viewpoint,N/A,46.520579,11.384638,,2704
Mitterbichl - Col di Mezzo,peak,N/A,46.822113,11.493777,2080.000000,2880
Saxner - Sassonero,peak,N/A,46.842285,11.266025,2358.000000,1895
Johanniskofel - Monte San Giovanni,peak,N/A,46.549718,11.368779,658.000000,302
,viewpoint,N/A,46.602845,11.201980,,1777
Fleckner,peak,N/A,46.841044,11.269962,2331.000000,1658
Glaitner Hochjoch - Monte Fumaiolo,peak,N/A,46.841585,11.246632,2389.000000,2273
,viewpoint,N/A,46.682185,11.199524,,2767
,viewpoint,N/A,46.740921,11.230812,,2639
,viewpoint,N/A,46.727548,11.227087,,2940
,viewpoint,N/A,46.506202,11.331787,,1231
,viewpoint,N/A,46.670131,11.160714,,853
,viewpoint,N/A,46.526441,11.255666,,1125
,viewpoint,N/A,46.524845,11.253968,,873
,viewpoint,N/A,46.673298,11.171728,,74
,viewpoint,N/A,46.505138,11.301590,,1562
,viewpoint,N/A,46.480495,11.305810,,851
Gruner Wänd',viewpoint,N/A,46.532552,11.262631,,2121
Zinseler - Cima di Stilves,peak,N/A,46.841015,11.442720,2422.000000,832
Hochscheibe - Cima Capra,peak,N/A,46.776993,11.460075,2560.000000,3361
,viewpoint,N/A,46.521814,11.275218,,1836
,viewpoint,N/A,46.504048,11.362689,,801
Rotwand,peak,N/A,46.468229,11.363907,1386.000000,3107
,viewpoint,N/A,46.819396,11.443468,,54
,viewpoint,N/A,46.596163,11.158588,,2921
,viewpoint,N/A,46.598050,11.160521,,2632
,viewpoint,N/A,46.599221,11.159924,,2632
Beimsteinknott,peak,N/A,46.606407,11.229723,1291.000000,4712
,viewpoint,N/A,46.671646,11.167389,,269
Tschaufer Nock - Il Giovo,peak,N/A,46.556396,11.254850,1280.000000,2958
,viewpoint,N/A,46.756611,11.194304,,1358
,viewpoint,N/A,46.471042,11.353859,,2655
,viewpoint,N/A,46.471172,11.354155,,2638
Flaner Jöchl,peak,N/A,46.926558,11.409897,1936.000000,3992
,viewpoint,N/A,46.572157,11.174332,,2130
Hoher Follmer - Dosso Nero,peak,N/A,46.587403,11.351655,1526.000000,2962
,viewpoint,N/A,46.507431,11.357858,,834
Essenbergspitz - Monte Essa,peak,N/A,46.694004,11.311368,2316.000000,3290
Ochsenrast - Monte Piano,peak,N/A,46.703172,11.315423,2137.000000,2611
Dorfer Nock - Monte Salve,peak,N/A,46.616733,11.357487,1501.000000,1368
Gamser - Cima dei Camosci,peak,N/A,46.633768,11.410267,2155.000000,4142
Hühnerspiel - Cima Specola,peak,N/A,46.833966,11.434535,2373.000000,634
Schönjöchl - Monte Giogobello,peak,N/A,46.839368,11.378748,2017.000000,3061
Mittagspitz - Punta di Mezzodì,peak,N/A,46.840353,11.359109,2055.000000,2160
Hochplattspitz - Lasta Alta,peak,N/A,46.828262,11.349823,2545.000000,2864
Salcherspitz - Cima Salceto,peak,N/A,46.840468,11.402777,2109.000000,3947
Titschen - Monte Pozza,peak,N/A,46.463669,11.379289,1616.000000,4362
Ochsner,peak,N/A,46.798386,11.407351,2394.000000,1974
Steinwand,peak,N/A,46.800721,11.409432,2335.000000,1656
Gartlspitz - Cima Corte,peak,N/A,46.807226,11.399798,2586.000000,2490
Bock,peak,N/A,46.808012,11.388775,2369.000000,3590
Alpenspitz - Cima dell'Alpe,peak,N/A,46.797190,11.349482,2479.000000,3513
Hochwart - Guardia Alta,peak,N/A,46.791632,11.318340,2748.000000,3918
Geißscheibenspitz - Monte Casa,peak,N/A,46.812249,11.362736,2545.000000,4516
Grumer Eck - Monte Tondo,peak,N/A,46.512839,11.377386,1110.000000,2253
Jöchlsberg - Monte del Giogo,peak,N/A,46.618396,11.392626,1564.000000,1801
Wolfsbühel - Monte Lupo,peak,N/A,46.607778,11.213371,1147.000000,3151
Hühnerspiel - Monte Rosso,peak,N/A,46.786752,11.380802,2287.000000,1501
Mudatsch - Mudaccio,peak,N/A,46.794292,11.393404,2582.000000,2076
,viewpoint,N/A,46.616371,11.196818,,1345
Belvedere,viewpoint,N/A,46.682293,11.155495,,1776
Pfitschkopf,peak,N/A,46.727395,11.154717,2120.000000,3955
,viewpoint,N/A,46.700685,11.175191,,344
,viewpoint,N/A,46.511934,11.291781,,2099
Hörtenbergkreuz - Croce del Monte Tondo,viewpoint,N/A,46.511628,11.371663,,1659
Kleine Kreuzspitze - Piccola Punta di Montecroce,peak,N/A,46.850165,11.230836,2513.000000,3615
,viewpoint,N/A,46.524078,11.384606,,2559
,viewpoint,N/A,46.603386,11.200683,,1661
Grummen - Monte Tondo,peak,N/A,46.536462,11.276414,1235.000000,3228
Sattelspitz - Monte Sella,peak,N/A,46.744889,11.168038,2137.000000,3622
Fladiger Berg,peak,N/A,46.858306,11.236148,2276.000000,4291
Hochjoch - Monte della Pozza,peak,N/A,46.803682,11.308456,2490.000000,2485
Zetticher,peak,N/A,46.809475,11.311857,2214.000000,1842
Tagewalder,peak,N/A,46.809220,11.303040,2332.000000,1965
Braunicher - Punta di Tramontana,peak,N/A,46.810586,11.289012,2106.000000,1743
Jagerspitzl - Cima dei Cacciatori,peak,N/A,46.878331,11.524628,2035.000000,4954
Zwölfernöckl - Cima delle Dodici,peak,N/A,46.887842,11.507500,2048.000000,4428
Mareiter Stein - Sasso di Mareta,peak,N/A,46.876952,11.316132,2192.000000,3480
Gschließegg - Monte di Casaclusa,peak,N/A,46.889583,11.477272,1667.000000,3196
,viewpoint,N/A,46.792197,11.243400,,1065
Karnspitze - Cima di Quaire,peak,N/A,46.752508,11.419364,2412.000000,3130
Gentersbergspitze - Monte Ganda,peak,N/A,46.742301,11.402932,2411.000000,3744
Hurler - Monte Corlo,peak,N/A,46.734419,11.395583,2405.000000,4067
Leiterspitz,peak,N/A,46.707395,11.379382,2375.000000,3752
Radelspitz - Cima Rodella,peak,N/A,46.713418,11.381302,2422.000000,4223
Grubenkopf - Monte delle Fosse,peak,N/A,46.752537,11.316271,2604.000000,3928
Schafberg - Monte delle Pecore,peak,N/A,46.746624,11.319163,2356.000000,3275
Leiterspitze,peak,N/A,46.729689,11.303392,2340.000000,3831
,viewpoint,N/A,46.683218,11.197297,,2499
,viewpoint,N/A,46.847102,11.290493,,1335
,viewpoint,N/A,46.852044,11.286964,,2006
Rotensteinkogel - Pietrarossa,peak,N/A,46.621700,11.214559,1464.000000,3312
Hochsulfen - Monte Sulvo,peak,N/A,46.640972,11.204741,1345.000000,3075
Grumser Bühal - Col di Grones,peak,N/A,46.659892,11.197722,841.000000,2606
Altenberg - Montalto,peak,N/A,46.517280,11.317795,1223.000000,2544
Samberg - Monte Sommo,peak,N/A,46.588139,11.411811,1785.000000,3153
,viewpoint,N/A,46.811591,11.241222,,313
,viewpoint,N/A,46.675078,11.162023,,975
,viewpoint,N/A,46.658776,11.187012,,1505
,viewpoint,N/A,46.518391,11.222644,,2455
,viewpoint,N/A,46.694657,11.201970,,2201
,viewpoint,N/A,46.684110,11.200426,,2816
Kesselberg,peak,N/A,46.691158,11.303504,2290.000000,4218
,viewpoint,N/A,46.502213,11.374438,,1971
,viewpoint,N/A,46.509311,11.336789,,1349
,viewpoint,N/A,46.673247,11.171677,,72
Vorbichl - Il Colle,peak,N/A,46.558521,11.186818,678.000000,2226
,viewpoint,N/A,46.481048,11.302398,,537
,viewpoint,N/A,46.565494,11.233545,,1722
,viewpoint,N/A,46.509046,11.365619,,1177
,viewpoint,N/A,46.490460,11.350579,,511
,viewpoint,N/A,46.490219,11.350630,,538
,viewpoint,N/A,46.490303,11.350262,,525
,viewpoint,N/A,46.515705,11.330270,,2258
,viewpoint,N/A,46.518147,11.313755,,2666
,viewpoint,N/A,46.513752,11.332422,,1972
,viewpoint,N/A,46.471060,11.354023,,2651
,viewpoint,N/A,46.482964,11.361929,,1509
Rossruggen,peak,N/A,46.792526,11.193996,2000.000000,3315
Nieder,peak,N/A,46.782413,11.451757,2346.000000,2275
Zwölfernock - Dosso delle Dodici,peak,N/A,46.892057,11.468571,1522.000000,2697
,viewpoint,N/A,46.505458,11.363007,,925
,viewpoint,N/A,46.516794,11.317893,,2490
Ötsch - Cima d'Accia,peak,N/A,46.803657,11.371467,2592.000000,3513
Harlinger Jochspitze - Cima Artengo,peak,N/A,46.786249,11.277855,2407.000000,4252
Kral-Zäundl,viewpoint,N/A,46.876799,11.490668,,2411
,viewpoint,N/A,46.538869,11.257420,,2014
Gemolbichl,peak,N/A,46.553984,11.189597,658.000000,2451
,viewpoint,N/A,46.493732,11.242002,,2689
,viewpoint,N/A,46.494418,11.241719,,2638
,viewpoint,N/A,46.506482,11.359119,,773
,viewpoint,N/A,46.478669,11.305226,,940
,viewpoint,N/A,46.516061,11.366556,,1026
,viewpoint,N/A,46.525115,11.254324,,920
Noaferbichl,peak,N/A,46.510272,11.298084,828.000000,2249
,viewpoint,N/A,46.891968,11.455556,,1560
,viewpoint,N/A,46.500484,11.376245,,2144
,viewpoint,N/A,46.501405,11.372501,,1744
,viewpoint,N/A,46.675916,11.164932,,718
Sinicher Kopf,viewpoint,N/A,46.634711,11.184971,,850
,viewpoint,N/A,46.633557,11.184235,,706
,viewpoint,N/A,46.634640,11.183875,,753
,viewpoint,N/A,46.493045,11.240609,,2831
Rosswagen - Cavallo,peak,N/A,46.585262,11.424829,1737.000000,4627
Settelkopf - Colle Sella,peak,N/A,46.537382,11.352575,1059.000000,1225
,viewpoint,N/A,46.673477,11.198754,,2860
,viewpoint,N/A,46.710632,11.212570,,2364
Virgiliusbichl,peak,N/A,46.497833,11.231653,858.000000,3010
Bozner Eck,peak,N/A,46.479968,11.267158,389.000000,2146
Grummenbichl - Col Grummen,peak,N/A,46.531661,11.341499,1075.000000,2179
Bichl - Colle,peak,N/A,46.548024,11.345200,1268.000000,2216
Plattenspitze - Punta delle Laste,peak,N/A,46.790529,11.274575,2345.000000,3732
Schonbühel - Belcolle,peak,N/A,46.768197,11.240730,1282.000000,2066
,viewpoint,N/A,46.691821,11.187453,,1275
,viewpoint,N/A,46.697752,11.190027,,1028
,viewpoint,N/A,46.684505,11.159119,,1432
,viewpoint,N/A,46.671601,11.167657,,242
,viewpoint,N/A,46.676380,11.166700,,515
,viewpoint,N/A,46.530485,11.340736,,2206
,viewpoint,N/A,46.711606,11.184393,,358
