Name,Typ,Adresse,Latitude,Longitude
Pola Pola,restaurant,"Lankenstraße, 1a, 23758, Oldenburg in Holstein",54.2895276,10.8903824
Insel-Bäckerei,cafe,"Markt, 28, 23758, Oldenburg in Holstein",54.291558,10.887288
Aldi,supermarket,"Göhler Straße, 5, 23758, Oldenburg in Holstein",54.2910076,10.8904231
La Trattoria,restaurant,"Kuhtorstraße, 1, 23758, Oldenburg in Holstein",54.2918644,10.8877164
Cafe Leselampe,cafe,Adresse unbekannt,54.2917852,10.8895464
Lidl,supermarket,"Am Voßberg, 3, 23758, Oldenburg in Holstein",54.2929443,10.9117722
Edeka Jens,supermarket,"Strandstraße, 1b, 23775, Großenbrode",54.3683449,11.0841978
Restaurant,restaurant,Adresse unbekannt,54.3675538,11.0851188
Puck,bakery,Adresse unbekannt,54.3702724,11.0841575
Café Mehlbeere,cafe,"Alte Sundstraße, 9, 23775, Großenbrode",54.3752936,11.0892977
Restaurant Großenbrode,restaurant,Adresse unbekannt,54.373082,11.0862136
Café MeerZeit,cafe,"Fehmarnsund, 13, 23769, Fehmarn",54.4038592,11.121483
