Name,Typ,Adresse,Latitude,Longitude,Elevation,Entfernung_m
Pizzeria La Piccola,restaurant,"Waschgrabenstraße, 5, 23730, Neustadt in Holstein",54.106826,10.814935,,172
Golden Leaf,cafe,"Hochtorstraße, 7, 23730, Neustadt in Holstein",54.107284,10.815744,,197
Brocks Café & Bar,cafe,"Am Markt, 6, 23730, Neustadt in Holstein",54.107377,10.815022,,231
Bäckerei Seßelberg,bakery,"Am Markt, 7, 23730, Neustadt in Holstein",54.107299,10.814965,,223
Pizzeria Rana,restaurant,Adresse unbekannt,54.105615,10.814824,,39
Jinder's Pizza Service,restaurant,Adresse unbekannt,54.109913,10.816661,,211
bei Marco,restaurant,"Dr.-Julius-Stinde-Straße, 2a, 23738, Lensahn",54.214178,10.880865,,190
EDEKA Jens,supermarket,"Eutiner Straße, 11, 23738, Lensahn",54.219781,10.884745,,144
Mien Backstuuv,bakery,"Eutiner Straße, 11, 23738, Lensahn",54.219856,10.884859,,158
LaRia,restaurant,"Lübecker Straße, 28, 23738, Lensahn",54.214549,10.882301,,50
Zweirad Hartje,bicycle,"Schuhstraße, 99, 23758, Oldenburg in Holstein",54.286875,10.880748,,20
Netto,supermarket,"Holsteiner Straße, 2, 23758, Oldenburg in Holstein",54.290794,10.887601,,35
REWE,supermarket,"Kieler Chaussee, 4a, 23758, Oldenburg in Holstein",54.287593,10.877718,,245
Landbäckerei - Unser Norden Landbäcker,bakery,"Kieler Chaussee, 4a, 23758, Oldenburg in Holstein",54.287582,10.877509,,260
Akropolis,restaurant,"Markt, 4, 23758, Oldenburg in Holstein",54.291395,10.886295,,139
Landbäckerei Puck,bakery,"Holsteiner Straße, 2, 23758, Oldenburg in Holstein",54.290928,10.887737,,47
Grillmaster,restaurant,Adresse unbekannt,54.289288,10.883958,,81
Edeka,supermarket,"Göhler Straße, 7, 23758, Oldenburg in Holstein",54.291090,10.891642,,91
Modrücker's Restaurant,restaurant,"Kuhtorstraße, 3, 23758, Oldenburg in Holstein",54.291794,10.888487,,128
Insel-Bäckerei,bakery,"Markt, 28, 23758, Oldenburg in Holstein",54.291592,10.887383,,123
Mephisto,restaurant,"Markt, 9, 23758, Oldenburg in Holstein",54.291946,10.886259,,198
