Name,Typ,Adresse,Latitude,Longitude,Elevation,Entfernung_m
Panificio Mura,bakery,"Via Norma Pratelli Parenti, 9a, 58022, Follonica",42.922066,10.757524,,188
Bonaluna BarCaffè,cafe,"Via Agostino Bertani, 5, 58022, Follonica",42.921596,10.756945,,109
Pizzeria Vecchia Maremma,restaurant,"Via Antonio Fratti, 7, 58022, Follonica",42.921356,10.756365,,53
Ristorante Pizzeria Caribia 2,restaurant,"Via Bruno Buozzi, 6, 58022, Follonica",42.922714,10.755351,,121
Super Natural Bikepoint,bicycle,"Via Amorotti, 6, 58022, Follonica",42.922006,10.759492,,298
Drinking_water,drinking_water,Adresse unbekannt,42.921289,10.758869,,195
Silver Park Cafè,cafe,"Via Dante Alighieri, 38, 58022, Follonica",42.922781,10.754908,,102
Panineria I'Bischero,restaurant,"Via Albereta, 45, 58022, Follonica",42.920963,10.757814,,106
John Bistecchino,restaurant,"Via Albereta, 9, 58022, Follonica",42.921497,10.759560,,252
Il Fornaio,bakery,"Piazza Ventiquattro Maggio, 30, 58022, Follonica",42.922408,10.758208,,264
Deh Gustibus - osteria,restaurant,"Piazza Ventiquattro Maggio, 15, 58022, Follonica",42.923024,10.757863,,298
Il fornaio di Caldana,bakery,"Viale Giacomo Matteotti, 39, 58022, Follonica",42.924753,10.755020,,299
C'è pane ... e pane,bakery,Adresse unbekannt,42.923095,10.754321,,101
Peccati di Gola,cafe,"Via Guglielmo Marconi, 9, 58022, Follonica",42.922745,10.757505,,251
Antica Hostaria,restaurant,"Via Norma Pratelli Parenti, 10, 58022, Follonica",42.922235,10.757652,,212
Blue Bar,cafe,"Viale Italia, 60, 58022, Follonica",42.924258,10.750366,,8
Il Sottomarino,restaurant,"Via Antonio Fratti, 1, 58022, Follonica",42.921833,10.755118,,23
Doga Bistrot,restaurant,"Piazza Sivieri, 13, 58022, Follonica",42.921740,10.758453,,217
Unico - Trattoria urbana,restaurant,"Via Martiri di Niccioleta, 7,9, 58022, Follonica",42.921920,10.757307,,161
bruschetteria a metro i due G,restaurant,"Via Martiri di Niccioleta, 24,26, 58022, Follonica",42.922444,10.756986,,191
Love Nature,bakery,"Via Martiri di Niccioleta, 22, 58022, Follonica",42.922407,10.757020,,190
trattoria il mare,restaurant,"Via Martiri di Niccioleta, 14, 58022, Follonica",42.922289,10.757129,,186
John Tartarino,restaurant,"Via Martiri di Niccioleta, 13, 58022, Follonica",42.922136,10.757115,,171
panificio 3P,bakery,"Via Dante Alighieri, 46, 58022, Follonica",42.922461,10.754699,,60
new Florida,restaurant,"Via Antonio Fratti, 1c, 58022, Follonica",42.922020,10.754774,,22
Salvia e Rosmarino,restaurant,"Via Antonio Fratti, 1b, 58022, Follonica",42.921973,10.754858,,22
Anima Fusion,restaurant,"Via Antonio Fratti, 1a, 58022, Follonica",42.921928,10.754943,,22
Anima & Core,restaurant,"Via Antonio Fratti, 1a, 58022, Follonica",42.921878,10.755035,,23
il Filibustiere,restaurant,"Viale Giacomo Matteotti, 95, 58022, Follonica",42.922590,10.753965,,32
Zenzero Fusion,restaurant,"Viale Italia, 42, 58022, Follonica",42.923808,10.751214,,9
Mr. Ugo - Vesuvio2,restaurant,"Viale Italia, 12,14, 58022, Follonica",42.922809,10.753104,,9
La Baracca,restaurant,"Viale Italia, 55, 58022, Follonica",42.923164,10.751993,,13
Ristorantino L'Ombra,restaurant,"Viale Italia, 27, 58022, Follonica",42.922421,10.753432,,11
HAUS,restaurant,"Via Ferruccio Parri, 8, 58022, Follonica",42.921527,10.758655,,207
Bar Tabacchi,cafe,"Via Litoranea, 21, 58022, Follonica",42.926173,10.751553,,258
Pink Bar,cafe,"Via Fiume, 31, 58022, Follonica",42.920017,10.759136,,85
Drinking_water,drinking_water,Adresse unbekannt,42.920076,10.761846,,127
Bezzuga,restaurant,"Via della Repubblica, 18, 58022, Follonica",42.918745,10.761368,,10
Sox Cafè,restaurant,"Via Firenze, 10, 58022, Follonica",42.917746,10.761997,,73
Conad City,supermarket,"Via Spagna, 14, 58022, Follonica",42.919329,10.763346,,150
Mu House,restaurant,"Via Emilio Bicocchi, 25, 58022, Follonica",42.920930,10.760226,,206
Maso,restaurant,"Via Gorizia, 9d, 58022, Follonica",42.919278,10.759918,,21
Osteria La Bottega,restaurant,"Via della Repubblica, 47, 58022, Follonica",42.918323,10.762469,,7
caffetteria Il Rione,cafe,"Via della Repubblica, 58, 58022, Follonica",42.918028,10.762714,,10
Kisoro,restaurant,Adresse unbekannt,42.920729,10.759538,,176
Mantovani,bakery,"Via della Repubblica, 32, 58022, Follonica",42.918474,10.761811,,10
Antica Macelleria Ristori,restaurant,"Via della Repubblica, 36, 58022, Follonica",42.918409,10.761927,,10
Bar Senzuno,cafe,"Via della Repubblica, 36a, 58022, Follonica",42.918342,10.762025,,12
Caffè Banda,cafe,"Via della Repubblica, 42, 58022, Follonica",42.918195,10.762326,,12
Caffè Pasticceria Peggi,cafe,"Via della Repubblica, 1,3, 58022, Follonica",42.918957,10.761365,,8
da Marisa,restaurant,"Via Firenze, 4, 58022, Follonica",42.918028,10.762267,,31
Restaurant,restaurant,Adresse unbekannt,42.917672,10.763466,,9
Il Baracchino,cafe,"Via del Cassarello, 58022, Follonica",42.916405,10.768876,,146
Ristorante da Maurizio,restaurant,"Via delle Collacchie, 21, 58022, Follonica",42.914487,10.769533,,17
Ristorante Pizzeria Il Pirata,restaurant,"Via Lago Trasimeno, 24, 58022, Follonica",42.914264,10.770497,,66
Oscar Club,restaurant,"Via Spiaggia di Levante, 73, 58022, Follonica",42.915051,10.765942,,140
Le Due Isole,restaurant,"Via Palermo, 58022, Follonica",42.917316,10.767898,,181
Bakery,bakery,"Via delle Collacchie, 45, 58022, Follonica",42.913737,10.770408,,17
Ristorante Riva dei Butteri,restaurant,Adresse unbekannt,42.911627,10.774024,,95
Cafe,cafe,Adresse unbekannt,42.911557,10.774208,,102
Trattoria Il Balugano,restaurant,"58020, Scarlino",42.897982,10.782385,,239
La Nuova Forneria,bakery,Adresse unbekannt,42.890320,10.790130,,13
Mama,restaurant,"Piazza Dani, 4, 58022, Puntone Scalino",42.889520,10.791199,,13
RistoBar Puntone,cafe,Adresse unbekannt,42.889562,10.791535,,12
Bestwind,bicycle,"Lungomare Giuseppe Garibaldi, 58022, Scarlino",42.885335,10.785243,,19
Bar l'impòsto,cafe,Adresse unbekannt,42.885239,10.784736,,54
Ristorante Vittorio,restaurant,Adresse unbekannt,42.883935,10.784045,,15
Il Beccofino,restaurant,Adresse unbekannt,42.884876,10.784847,,18
Zero Distanze,restaurant,Adresse unbekannt,42.885146,10.785004,,25
Ristorante Bar Da Bruno,restaurant,Adresse unbekannt,42.841085,10.815215,,136
Merenderia da Paguro,restaurant,Adresse unbekannt,42.841255,10.817666,,125
Trattoria Vecchia Torre,restaurant,Pian d'Alma,42.843030,10.815970,,16
Trentino,restaurant,Strada Provinciale 158 delle Collacchie,42.796365,10.827590,,69
Bar Pizzeria La Corte,cafe,Adresse unbekannt,42.790134,10.822959,,101
Povènta Wine & Food Coffee,cafe,Adresse unbekannt,42.770717,10.853020,,81
Ristorante Bagno Valbona,restaurant,Adresse unbekannt,42.767159,10.857037,,157
Le Dune,restaurant,Adresse unbekannt,42.768722,10.858368,,57
Drinking_water,drinking_water,Adresse unbekannt,42.764767,10.867815,,20
Bagnoli Bike,bicycle,"Via Guglielmo Marconi, 1, 58043, Castiglione della Pescaia",42.764557,10.872564,,87
Bagno Granchio,restaurant,Adresse unbekannt,42.763798,10.871921,,11
Restaurant,restaurant,Adresse unbekannt,42.765124,10.870309,,93
Drinking_water,drinking_water,Adresse unbekannt,42.762695,10.876823,,5
Drinking_water,drinking_water,Adresse unbekannt,42.761969,10.879340,,4
Ristorante Bagno Perla,restaurant,Adresse unbekannt,42.763248,10.874292,,9
The Corner Cocktail lab,cafe,Adresse unbekannt,42.763016,10.880927,,75
Iris,restaurant,Adresse unbekannt,42.762922,10.880748,,71
Encanto White,restaurant,Adresse unbekannt,42.761772,10.879579,,27
Pizzeria Giacomino,restaurant,Adresse unbekannt,42.761973,10.878320,,9
Ristorante da Romolo,restaurant,Adresse unbekannt,42.763285,10.881043,,98
Ristorante Il Beccafico,restaurant,"Via Montebello, 7, 58043, Castiglione della Pescaia",42.764323,10.880680,,220
La Fortezza,restaurant,Adresse unbekannt,42.764104,10.880571,,202
Nel Bucco,restaurant,Adresse unbekannt,42.764389,10.880268,,242
Drinking_water,drinking_water,Adresse unbekannt,42.764595,10.879266,,267
Drinking_water,drinking_water,Adresse unbekannt,42.762020,10.877850,,23
Bagno Belena,restaurant,Adresse unbekannt,42.762703,10.876405,,6
Pizzeria il faro,restaurant,"Piazza Orsino Orsini, 5, 58043",42.761621,10.878429,,49
Drinking_water,drinking_water,Adresse unbekannt,42.764223,10.880052,,228
Drinking_water,drinking_water,Adresse unbekannt,42.763537,10.880282,,149
Ciro Natural Bakery,bakery,Adresse unbekannt,42.764013,10.875460,,106
Drinking_water,drinking_water,Adresse unbekannt,42.763705,10.875454,,73
Ristorante Posto Pubblico,restaurant,Adresse unbekannt,42.763809,10.880534,,172
Ristorante La Scaletta,restaurant,Adresse unbekannt,42.764516,10.880710,,239
Restaurant,restaurant,Adresse unbekannt,42.761978,10.879912,,11
Bakery,bakery,Adresse unbekannt,42.763357,10.876244,,59
Restaurant,restaurant,Adresse unbekannt,42.763110,10.876867,,51
Le Tre Maschere,restaurant,"Corso della Libertà, 58043, Castiglione della Pescaia",42.763719,10.881503,,125
Bar Quei Bravi Ragazzi,cafe,Adresse unbekannt,42.765682,10.884564,,47
Drinking_water,drinking_water,Adresse unbekannt,42.761148,10.883067,,205
Drinking_water,drinking_water,Adresse unbekannt,42.763943,10.882649,,82
Drinking_water,drinking_water,Adresse unbekannt,42.762749,10.882244,,6
Manitoba,restaurant,Adresse unbekannt,42.763361,10.881381,,93
Zitto e mangia,restaurant,Adresse unbekannt,42.762935,10.881087,,60
Carrefour Express,supermarket,Adresse unbekannt,42.762928,10.881642,,38
Ristorante Antonietta,restaurant,Adresse unbekannt,42.762608,10.881563,,8
Casty,restaurant,Adresse unbekannt,42.763504,10.881120,,118
Caffè Piazzetta,cafe,Adresse unbekannt,42.763800,10.881256,,144
Il Granaio,restaurant,"Via Celso Camaiori, 10",42.764167,10.881164,,185
Osteria del Mare,restaurant,Adresse unbekannt,42.764102,10.882156,,121
Aso,cafe,Adresse unbekannt,42.764102,10.882491,,104
Piadineria Creperia e... Civico 7,restaurant,Adresse unbekannt,42.763857,10.881286,,148
Osteria Sapori di Maremma,restaurant,"Via Celso Camaiori, 13",42.764092,10.881047,,182
Torrefazione Fiorella 2,cafe,"Via Celso Camaiori, 7",42.764008,10.881171,,169
Easy Bike,bicycle,"Via Cesare Battisti, 58043, Castiglione della Pescaia",42.763863,10.882130,,99
Ristorante Il 13 (Giardino Ristorante),restaurant,Adresse unbekannt,42.764606,10.880885,,242
Pane e vino,restaurant,Adresse unbekannt,42.762824,10.881056,,50
Baccinello,bakery,Adresse unbekannt,42.761475,10.886652,,284
Osteria del Viandante,restaurant,"Via della Liberta, 17",42.764843,10.881558,,225
Ristorante Mexicano Puerto Escondido,restaurant,Adresse unbekannt,42.763169,10.882034,,45
Peo Bar,restaurant,"Via Fratelli Cervi, 20/22",42.765263,10.883336,,155
Restaurant,restaurant,Adresse unbekannt,42.763735,10.883830,,12
Restaurant,restaurant,Adresse unbekannt,42.765552,10.881799,,282
Cafe,cafe,Adresse unbekannt,42.764251,10.881646,,164
Restaurant,restaurant,Adresse unbekannt,42.765925,10.882275,,292
Fratelli Saletti,bicycle,"Via degli Scalpellini, 58043, Castiglione della Pescaia",42.773667,10.892211,,3
Acquedotto del Fiora,drinking_water,Adresse unbekannt,42.800945,10.923933,,8
Drinking_water,drinking_water,Adresse unbekannt,42.824941,10.946571,,6
Poggio Ballone,peak,N/A,42.829178,10.880318,632.000000,4220
,viewpoint,N/A,43.060587,10.618349,276.000000,106
Casaventi,peak,N/A,43.123751,10.631227,542.000000,4271
Monte Coronato,peak,N/A,43.112495,10.618926,545.000000,3702
Poggio alla Trave,peak,N/A,43.124932,10.618598,484.000000,4884
,viewpoint,N/A,42.792048,10.871766,,2409
,viewpoint,N/A,42.858732,10.972711,,1152
,viewpoint,N/A,42.858241,10.971402,,1086
Poggio Scodella,peak,N/A,42.873160,10.825152,351.000000,2994
Monte Muro,peak,N/A,42.883086,10.840450,461.000000,4917
Poggio Salsicaia,peak,N/A,42.803952,10.820675,152.000000,827
Poggio Meletone,peak,N/A,42.827359,10.858867,570.000000,3772
Poggio Rossino,peak,N/A,42.822200,10.888587,561.000000,3071
Poggio Furia,peak,N/A,42.813941,10.850365,416.000000,2347
Poggio Palazzette,peak,N/A,42.811795,10.893454,437.000000,1804
Poggio Quercetona,peak,N/A,42.802653,10.857292,410.000000,2942
Poggio Serra Alta,peak,N/A,42.847826,10.906665,546.000000,4447
Poggio Petriccio,peak,N/A,42.782024,10.868977,338.000000,1799
Poggio del Piastrone,peak,N/A,42.819949,10.793593,321.000000,2978
Poggio del Caccino,peak,N/A,42.822675,10.809901,250.000000,1292
Poggio Carpineta,peak,N/A,42.851570,10.780735,140.000000,183
Poggio La Guardia,peak,N/A,42.867561,10.783131,212.000000,958
Poggio Moscatello,peak,N/A,42.852670,10.792561,121.000000,556
Poggio Sentinella,peak,N/A,42.863887,10.782401,215.000000,1092
,viewpoint,N/A,42.781988,10.869125,,1799
Monte Campiglia Vecchia,peak,N/A,43.064401,10.625416,349.000000,325
Monte Peloso,peak,N/A,43.066286,10.699261,140.000000,483
Poggio Banzi,peak,N/A,43.078027,10.648115,170.000000,569
Poggio ai Castagni,peak,N/A,43.086102,10.641454,226.000000,55
Poggio Cerro,peak,N/A,43.083708,10.687808,221.000000,910
Poggio Cerro,peak,N/A,43.090387,10.679450,284.000000,1485
Poggio Diavolino,peak,N/A,43.071663,10.652585,130.000000,836
Poggio Grosso,peak,N/A,43.085190,10.663775,172.000000,808
Poggio del Pino,peak,N/A,43.091315,10.683747,284.000000,1626
Poggio dei Frati,peak,N/A,42.838015,10.935604,201.000000,1193
,viewpoint,N/A,42.859412,10.771227,,2
Monte Acuto,peak,N/A,42.979549,10.702525,210.000000,1684
Poggio alle Grotte,peak,N/A,43.073501,10.630634,356.000000,270
Poggio alle Travi,peak,N/A,43.124587,10.616454,486.000000,4968
Poggio del Frassine,peak,N/A,43.070082,10.628012,356.000000,376
Poggio dei Campacci,peak,N/A,43.085385,10.647561,183.000000,147
Poggio Michelino,peak,N/A,43.111405,10.645202,454.000000,2804
Monte Calvi,peak,N/A,43.094381,10.624562,647.000000,1879
Poggio Santa Lucia,peak,N/A,43.129142,10.632651,524.000000,4830
Poggi Piani,peak,N/A,42.834480,10.968772,324.000000,1534
Poggio Biondo,peak,N/A,42.838221,10.987331,310.000000,1680
Poggio Bruno,peak,N/A,42.824410,10.982467,373.000000,2091
Poggio Casaline,peak,N/A,42.830745,10.980824,357.000000,2042
Poggio Cucco,peak,N/A,42.832417,10.986333,351.000000,2112
Poggio Finocchio,peak,N/A,42.813268,10.982597,271.000000,1962
Poggio Picchiantiera,peak,N/A,42.839873,10.964171,262.000000,1016
Poggio alla Croce,peak,N/A,42.840887,10.984318,270.000000,1234
Poggio alla Marruca,peak,N/A,42.844642,10.970226,146.000000,409
,viewpoint,N/A,42.845440,10.988699,,1421
Il Romitorino,peak,N/A,43.109638,10.602041,408.000000,4895
Il Romitorio,peak,N/A,43.109394,10.606952,468.000000,4427
,viewpoint,N/A,43.092515,10.623899,,1855
Balcone orientale del Monte Calvi,viewpoint,N/A,43.095226,10.625054,,1881
Poggio di San Supero,peak,N/A,42.874856,10.781634,121.000000,416
,viewpoint,N/A,42.762742,10.879454,,80
,viewpoint,N/A,42.763024,10.879989,,99
Colle Monte Calvino,peak,N/A,43.081672,10.622838,395.600000,1485
Poggio Catenaccio,peak,N/A,42.774763,10.853168,101.000000,462
Il Poggione,peak,N/A,42.822870,10.859788,495.000000,3642
,viewpoint,N/A,43.078774,10.680025,,195
,viewpoint,N/A,42.882565,10.790625,,629
,viewpoint,N/A,43.099244,10.626319,,2052
Prato ai Fiori,viewpoint,N/A,43.100952,10.619329,,2765
Poggio alle Lastre,peak,N/A,43.074930,10.625747,354.000000,770
Balcone principale del Monte Calvi,viewpoint,N/A,43.094366,10.624589,,1876
Balcone occidentale del Monte Calvi,viewpoint,N/A,43.095154,10.623198,,2053
Monte Spinosa,peak,N/A,43.069063,10.596773,386.600000,2173
,viewpoint,N/A,43.068964,10.596783,,2167
,viewpoint,N/A,43.068041,10.598427,,1959
Punta Fortezza,peak,N/A,42.831526,10.800322,207.000000,1854
,viewpoint,N/A,42.767213,10.878659,,544
,viewpoint,N/A,42.767945,10.878483,,616
