Latitude,Longitude
43.471398,11.039185
43.471165,11.037833
43.47117,11.034595
43.471351,11.03339
43.472078,11.032477
43.474401,11.031044
43.476199,11.02945
43.476744,11.029233
43.476595,11.02853
43.476971,11.025698
43.477959,11.022507
43.478042,11.019823
43.478745,11.018112
43.480383,11.015615
43.480482,11.013052
43.481398,11.009723
43.483047,11.006905
43.483585,11.004409
43.484941,11.001026
43.486759,10.997846
43.486901,10.996649
43.486571,10.995083
43.486652,10.993221
43.487072,10.990844
43.487955,10.987874
43.48741,10.98626
43.486213,10.984297
43.48568,10.983829
43.484731,10.983441
43.484004,10.982855
43.483915,10.982111
43.484409,10.98139
43.484492,10.980587
43.483871,10.980669
43.483462,10.98053
43.482938,10.981013
43.482658,10.981039
43.482503,10.980425
43.482076,10.980304
43.481641,10.979634
43.481523,10.97928
43.481787,10.978382
43.481524,10.976375
43.480983,10.976461
43.479846,10.975551
43.478584,10.975461
43.477893,10.974903
43.477245,10.975127
43.475681,10.974963
43.475439,10.975134
43.474502,10.976954
43.474283,10.977081
43.473097,10.976655
43.472562,10.97675
43.47166,10.97652
43.471421,10.97659
43.470558,10.977431
43.470011,10.978959
43.468994,10.980318
43.46653,10.97828
43.46434,10.97742
43.463747,10.976798
43.462378,10.97601
43.46095,10.97624
43.4603,10.97614
43.459152,10.974814
43.457913,10.973779
43.456893,10.973923
43.45597,10.97511
43.455117,10.975444
43.453824,10.976815
43.452747,10.97669
43.452379,10.976856
43.451278,10.97688
43.450703,10.97752
43.449003,10.978864
43.447864,10.979115
43.446823,10.979865
43.446415,10.980029
43.445072,10.979698
43.444722,10.979069
43.444092,10.978661
43.443442,10.976943
43.443652,10.975532
43.443129,10.974655
43.443301,10.974017
43.443817,10.973165
43.443576,10.971156
43.442991,10.970835
43.442602,10.969318
43.442666,10.968496
43.441715,10.966362
43.441769,10.966037
43.442288,10.965725
43.442243,10.965253
43.442641,10.964903
43.442729,10.964092
43.443421,10.964281
43.444096,10.963989
43.443785,10.962545
43.443722,10.96246
43.443248,10.962757
43.4432,10.962652
43.443621,10.960841
43.443549,10.959822
43.443303,10.959765
43.442221,10.960314
43.441545,10.959989
43.440878,10.959293
43.439897,10.959474
43.439031,10.96016
43.438789,10.960009
43.439406,10.959249
43.441449,10.955772
43.441717,10.95447
43.44175,10.952532
43.441358,10.952386
43.441109,10.95312
43.44086,10.953116
43.437759,10.949914
43.436838,10.94963
43.436451,10.949266
43.436131,10.948077
43.436262,10.947285
43.435835,10.946487
43.434967,10.945608
43.434785,10.945094
43.433965,10.944736
43.433487,10.944332
43.432248,10.944573
43.431986,10.944432
43.431874,10.942876
43.432063,10.93999
43.431979,10.938798
43.431624,10.937966
43.431052,10.937318
43.430288,10.935606
43.428122,10.933762
43.427768,10.93253
43.428143,10.931845
43.427993,10.928485
43.427421,10.927233
43.427134,10.927153
43.426943,10.926843
43.427027,10.926525
43.427589,10.926367
43.427783,10.925958
43.427808,10.924118
43.428215,10.922314
43.428373,10.921953
43.428865,10.921509
43.429007,10.921081
43.428475,10.920193
43.428346,10.919634
43.428587,10.917967
43.428369,10.915351
43.427312,10.913635
43.4278,10.912407
43.42792,10.910921
43.42771,10.910113
43.427796,10.909597
43.427114,10.908788
43.427448,10.908513
43.427687,10.907969
43.427743,10.907222
43.427438,10.90641
43.426583,10.905679
43.427321,10.904782
43.429188,10.905905
43.429396,10.905696
43.428523,10.903349
43.427655,10.902469
43.427603,10.902233
43.427787,10.902128
43.428211,10.902357
43.428761,10.902237
43.429234,10.902803
43.429669,10.902764
43.429653,10.902517
43.428731,10.901379
43.428635,10.90077
43.429192,10.900192
43.429032,10.899217
43.429519,10.898996
43.429926,10.89903
43.430001,10.897452
43.430497,10.897121
43.430776,10.897429
43.430973,10.897211
43.431003,10.896756
43.430636,10.895877
43.431321,10.896066
43.431545,10.896311
43.431668,10.896225
43.431442,10.895032
43.43188,10.893964
43.431916,10.893373
43.431622,10.889675
43.431284,10.888987
43.429661,10.887491
43.429784,10.88546
43.42783,10.878417
43.427379,10.877878
43.425104,10.876282
43.425603,10.874813
43.426985,10.871906
43.427389,10.86972
43.428415,10.867895
43.43176,10.863269
43.432362,10.862998
43.435027,10.862748
43.435467,10.862574
43.438173,10.859488
43.440745,10.857447
43.442169,10.855049
43.446328,10.854024
43.449404,10.851862
43.450334,10.85147
43.451745,10.851291
43.452217,10.850676
43.452092,10.846658
43.45229,10.845415
43.454316,10.839662
43.456484,10.836368
43.457116,10.833931
43.456914,10.829878
43.456677,10.82972
43.456111,10.829847
43.454476,10.830462
43.45416,10.830239
43.454084,10.828912
43.454255,10.827377
43.45375,10.823664
43.451512,10.814389
43.45071,10.807352
43.450864,10.805828
43.451376,10.803761
43.451431,10.802535
43.453464,10.794808
43.45312,10.791583
43.4532,10.790467
43.45504,10.785464
43.455587,10.784365
43.453809,10.784872
43.45279,10.782984
43.452903,10.782383
43.453642,10.782101
43.453254,10.781815
43.453296,10.781565
43.453039,10.781163
43.453063,10.780584
43.452548,10.779326
43.452475,10.778114
43.452006,10.778442
43.450722,10.778044
43.447934,10.778988
43.445308,10.778244
43.442554,10.780771
43.441935,10.780481
43.441332,10.780925
43.439299,10.780748
43.437527,10.779846
43.437348,10.779879
43.435523,10.782229
43.434403,10.784374
43.43261,10.786457
43.432252,10.787233
43.43191,10.787539
43.430675,10.787871
43.430046,10.787427
43.429205,10.787267
43.428589,10.786813
43.42764,10.787123
43.428643,10.785602
43.428705,10.784997
43.428462,10.783561
43.427695,10.781758
43.426422,10.780098
43.426018,10.779822
43.426005,10.779491
43.425756,10.779384
43.425796,10.778755
43.425438,10.777471
43.42535,10.776352
43.425125,10.776209
43.425013,10.77467
43.424799,10.774605
43.424548,10.774922
43.424093,10.776133
43.423724,10.77632
43.423097,10.776344
43.422791,10.776015
43.422132,10.774095
43.420943,10.773929
43.41713,10.772729
43.41656,10.772944
43.41649,10.772121
43.416654,10.771337
43.41644,10.770448
43.415832,10.769874
43.414781,10.767874
43.414758,10.767284
43.415709,10.764346
43.416689,10.760673
43.41691,10.759
43.417306,10.757925
43.417224,10.756813
43.416647,10.755941
43.417083,10.755144
43.416626,10.754543
43.41539,10.753293
43.414213,10.753176
43.413767,10.753399
43.411711,10.753316
43.410997,10.753535
43.410313,10.753518
43.409864,10.753922
43.408589,10.754262
43.406361,10.755552
43.405977,10.755097
43.4056,10.754111
43.40492,10.75379
43.404474,10.753291
43.404187,10.752599
43.403958,10.750367
43.403386,10.749493
43.402566,10.749024
43.402014,10.748097
43.401476,10.748075
43.400695,10.749073
43.400201,10.74918
43.399858,10.748982
43.399464,10.747929
43.399246,10.747907
43.398249,10.749092
43.397044,10.749527
43.396976,10.749302
43.397666,10.748898
43.397667,10.748707
43.3958,10.749314
43.394644,10.748315
43.394312,10.748571
43.393737,10.748604
43.393091,10.749675
43.392687,10.749874
43.391952,10.748119
