Latitude,Longitude,Street,City,Surface,Tracktype,Highway,Smoothness,OSM_Way_ID
42.835922,10.817799,Via delle Collacchie,Castiglione della Pescaia,unknown,,,,
42.834190,10.818594,SS322,Castiglione della Pescaia,unknown,,,,
42.831657,10.820045,SS322,Castiglione della Pescaia,unknown,,,,
42.829540,10.820783,SS322,Castiglione della Pescaia,unknown,,,,
42.828798,10.821387,SS322,Castiglione della Pescaia,unknown,,,,
42.827957,10.821563,SS322,Castiglione della Pescaia,unknown,,,,
42.827064,10.822492,SS322,Castiglione della Pescaia,unknown,,,,
42.826789,10.822460,SS322,Castiglione della Pescaia,unknown,,,,
42.826374,10.822054,SS322,Castiglione della Pescaia,unknown,,,,
42.826118,10.822862,SS322,Castiglione della Pescaia,unknown,,,,
42.825447,10.822848,SS322,Castiglione della Pescaia,unknown,,,,
42.825099,10.823113,SS322,Castiglione della Pescaia,unknown,,,,
42.824487,10.823234,SS322,Castiglione della Pescaia,unknown,,,,
42.823628,10.823959,SS322,Castiglione della Pescaia,unknown,,,,
42.823273,10.823962,SS322,Castiglione della Pescaia,unknown,,,,
42.822896,10.824182,SS322,Castiglione della Pescaia,unknown,,,,
42.822037,10.823928,SS322,Castiglione della Pescaia,unknown,,,,
42.821480,10.822759,SS322,Castiglione della Pescaia,unknown,,,,
42.821324,10.821520,SS322,Castiglione della Pescaia,unknown,,,,
42.820962,10.821474,SS322,Castiglione della Pescaia,unknown,,,,
42.820281,10.822104,SS322,Castiglione della Pescaia,unknown,,,,
42.819679,10.822446,SS322,Castiglione della Pescaia,unknown,,,,
42.819079,10.822496,SS322,Castiglione della Pescaia,unknown,,,,
42.817976,10.823184,SS322,Castiglione della Pescaia,unknown,,,,
42.817573,10.823704,SS322,Castiglione della Pescaia,unknown,,,,
42.817259,10.824746,SS322,Castiglione della Pescaia,unknown,,,,
42.817347,10.825190,SS322,Castiglione della Pescaia,unknown,,,,
42.817799,10.825865,SS322,Castiglione della Pescaia,unknown,,,,
42.817719,10.826247,SS322,Castiglione della Pescaia,unknown,,,,
42.817535,10.826293,SS322,Castiglione della Pescaia,unknown,,,,
42.816420,10.825627,SS322,Castiglione della Pescaia,unknown,,,,
42.815840,10.825498,SS322,Castiglione della Pescaia,unknown,,,,
42.815458,10.825734,SS322,Castiglione della Pescaia,unknown,,,,
42.815485,10.826385,SS322,Castiglione della Pescaia,unknown,,,,
42.815342,10.826499,SS322,Castiglione della Pescaia,unknown,,,,
42.814725,10.826190,SS322,Castiglione della Pescaia,unknown,,,,
42.814027,10.826243,SS322,Castiglione della Pescaia,unknown,,,,
42.812623,10.826953,SS322,Castiglione della Pescaia,unknown,,,,
42.811303,10.827088,SS322,Castiglione della Pescaia,unknown,,,,
42.811232,10.827447,SS322,Castiglione della Pescaia,unknown,,,,
42.810741,10.827966,SS322,Castiglione della Pescaia,unknown,,,,
42.810635,10.828713,SS322,Castiglione della Pescaia,unknown,,,,
42.810070,10.829571,SS322,Castiglione della Pescaia,unknown,,,,
42.809425,10.828973,SS322,Castiglione della Pescaia,unknown,,,,
42.808636,10.829298,SS322,Castiglione della Pescaia,unknown,,,,
42.807991,10.829070,SS322,Castiglione della Pescaia,unknown,,,,
42.807003,10.829054,SS322,Castiglione della Pescaia,unknown,,,,
42.806975,10.828045,SS322,Castiglione della Pescaia,unknown,,,,
42.804974,10.828465,SS322,Castiglione della Pescaia,unknown,,,,
42.804717,10.828429,SS322,Castiglione della Pescaia,unknown,,,,
42.804620,10.828101,SS322,Castiglione della Pescaia,unknown,,,,
42.798991,10.829198,Via delle Collacchie,Castiglione della Pescaia,unknown,,,,
42.799150,10.831015,Via delle Collacchie,Castiglione della Pescaia,unknown,,,,
42.795926,10.828073,Via delle Collacchie,Castiglione della Pescaia,unknown,,,,
42.795369,10.827124,Via delle Collacchie,Castiglione della Pescaia,unknown,,,,
42.795322,10.826568,Via delle Collacchie,Castiglione della Pescaia,unknown,,,,
42.793974,10.825931,Via delle Collacchie,Castiglione della Pescaia,unknown,,,,
42.791012,10.824937,Via delle Collacchie,Castiglione della Pescaia,unknown,,,,
42.790535,10.824587,Via delle Collacchie,Castiglione della Pescaia,unknown,,,,
42.790107,10.823873,Via delle Collacchie,Castiglione della Pescaia,unknown,,,,
42.788615,10.825244,Strada Comunale di Pian di Rocca,Castiglione della Pescaia,unknown,,,,
42.787709,10.826723,Strada Comunale di Pian di Rocca,Castiglione della Pescaia,unknown,,,,
42.786901,10.829866,Strada Comunale di Pian di Rocca,Castiglione della Pescaia,unknown,,,,
42.783620,10.830564,Via delle Collacchie,Castiglione della Pescaia,unknown,,,,
42.782572,10.831119,Via delle Collacchie,Castiglione della Pescaia,unknown,,,,
42.781928,10.831731,Via delle Collacchie,Castiglione della Pescaia,unknown,,,,
42.780550,10.833584,Via delle Collacchie,Castiglione della Pescaia,unknown,,,,
42.777277,10.836441,Via delle Collacchie,Castiglione della Pescaia,unknown,,,,
42.776375,10.837934,Via delle Collacchie,Castiglione della Pescaia,unknown,,,,
42.770910,10.851590,Via John Fitzgerald Kennedy,Castiglione della Pescaia,unknown,,,,
42.770617,10.852095,Via John Fitzgerald Kennedy,Castiglione della Pescaia,unknown,,,,
42.770171,10.852441,Via John Fitzgerald Kennedy,Castiglione della Pescaia,unknown,,,,
42.769885,10.853129,Via John Fitzgerald Kennedy,Castiglione della Pescaia,unknown,,,,
42.769913,10.853933,Via John Fitzgerald Kennedy,Castiglione della Pescaia,unknown,,,,
42.768113,10.858500,Via John Fitzgerald Kennedy,Castiglione della Pescaia,unknown,,,,
42.767401,10.860715,Via John Fitzgerald Kennedy,Castiglione della Pescaia,unknown,,,,
42.765465,10.868386,Via Massimo D'Azeglio,Castiglione della Pescaia,unknown,,,,
42.764769,10.867997,Via Massimo D'Azeglio,Castiglione della Pescaia,unknown,,,,
42.763168,10.874926,Via Roma,Castiglione della Pescaia,unknown,,,,
42.762057,10.878339,Via Roma,Castiglione della Pescaia,unknown,,,,
42.762307,10.878523,Via Roma,Castiglione della Pescaia,unknown,,,,
42.762029,10.879186,Via Roma,Castiglione della Pescaia,unknown,,,,
42.762025,10.879612,Via Roma,Castiglione della Pescaia,unknown,,,,
42.762647,10.881880,Via Cristoforo Colombo,Castiglione della Pescaia,unknown,,,,
42.763820,10.884208,Via Cristoforo Colombo,Castiglione della Pescaia,unknown,,,,
42.763450,10.884600,Via Cristoforo Colombo,Castiglione della Pescaia,unknown,,,,
42.763910,10.885850,Via Cristoforo Colombo,Castiglione della Pescaia,unknown,,,,
42.768910,10.895340,Via Casa Rossa Ximenes,Castiglione della Pescaia,unknown,,,,
42.771460,10.894390,Via Casa Rossa Ximenes,Castiglione della Pescaia,unknown,,,,
42.772560,10.894750,Via Casa Rossa Ximenes,Castiglione della Pescaia,unknown,,,,
42.774140,10.894440,Strada Provinciale 3 del Padule,Castiglione della Pescaia,unknown,,,,
42.774500,10.894090,Strada Provinciale 3 del Padule,Castiglione della Pescaia,unknown,,,,
42.773900,10.892310,Strada Provinciale 3 del Padule,Castiglione della Pescaia,unknown,,,,
42.775340,10.891460,Strada Provinciale 3 del Padule,Castiglione della Pescaia,unknown,,,,
42.775260,10.890790,Strada Provinciale 3 del Padule,Castiglione della Pescaia,unknown,,,,
42.776100,10.891700,Strada Provinciale 3 del Padule,Castiglione della Pescaia,unknown,,,,
42.776300,10.892180,Strada Provinciale 3 del Padule,Castiglione della Pescaia,unknown,,,,
42.776510,10.892180,Strada Provinciale 3 del Padule,Castiglione della Pescaia,unknown,,,,
42.777570,10.893340,Strada Provinciale 3 del Padule,Castiglione della Pescaia,unknown,,,,
42.777800,10.894020,Strada Provinciale 3 del Padule,Castiglione della Pescaia,unknown,,,,
42.777900,10.895220,Strada Provinciale 3 del Padule,Castiglione della Pescaia,unknown,,,,
42.778460,10.896900,Strada Comunale delle Strette,Castiglione della Pescaia,unknown,,,,
42.781320,10.895020,Strada Comunale delle Strette,Castiglione della Pescaia,unknown,,,,
42.782940,10.893570,Strada Vicinale della Baldana,Castiglione della Pescaia,unknown,,,,
42.785230,10.893750,Strada Vicinale della Baldana,Castiglione della Pescaia,unknown,,,,
42.787570,10.894410,Strada Vicinale della Baldana,Castiglione della Pescaia,unknown,,,,
42.788310,10.893150,Strada Vicinale della Baldana,Castiglione della Pescaia,unknown,,,,
42.789730,10.894550,Strada Vicinale della Baldana,Castiglione della Pescaia,unknown,,,,
42.790300,10.894800,Strada Vicinale della Baldana,Castiglione della Pescaia,unknown,,,,
42.790990,10.895390,Strada Vicinale della Baldana,Castiglione della Pescaia,unknown,,,,
42.791070,10.895310,Strada Vicinale della Baldana,Castiglione della Pescaia,unknown,,,,
42.793560,10.898910,Via del Poggetto,Castiglione della Pescaia,unknown,,,,
42.796310,10.899850,Via del Poggetto,Castiglione della Pescaia,unknown,,,,
42.798190,10.902350,Unbekannte Straße,Castiglione della Pescaia,unknown,,,,
42.798860,10.903590,Unbekannte Straße,Castiglione della Pescaia,unknown,,,,
42.798860,10.904430,Unbekannte Straße,Castiglione della Pescaia,unknown,,,,
42.799160,10.905690,Unbekannte Straße,Castiglione della Pescaia,unknown,,,,
42.798810,10.906640,Unbekannte Straße,Castiglione della Pescaia,unknown,,,,
42.797930,10.911900,Strada Comunale delle Strette,Castiglione della Pescaia,unknown,,,,
42.793950,10.916370,Strada Comunale delle Strette,Castiglione della Pescaia,unknown,,,,
42.796545,10.919531,Strada Comunale delle Strette,Castiglione della Pescaia,unknown,,,,
42.798756,10.920947,Strada Comunale delle Strette,Castiglione della Pescaia,unknown,,,,
42.800429,10.922902,Strada Comunale delle Strette,Castiglione della Pescaia,unknown,,,,
42.801076,10.923920,Strada Comunale delle Strette,Castiglione della Pescaia,unknown,,,,
42.797532,10.926835,Unbekannte Straße,Castiglione della Pescaia,unknown,,,,
42.796782,10.927181,Unbekannte Straße,Castiglione della Pescaia,unknown,,,,
42.797366,10.935697,Unbekannte Straße,Castiglione della Pescaia,unknown,,,,
42.797262,10.936174,Unbekannte Straße,Castiglione della Pescaia,unknown,,,,
42.797018,10.936401,Unbekannte Straße,Castiglione della Pescaia,unknown,,,,
42.798108,10.937843,Unbekannte Straße,Castiglione della Pescaia,unknown,,,,
42.798868,10.938537,Unbekannte Straße,Castiglione della Pescaia,unknown,,,,
42.799447,10.939424,Unbekannte Straße,Castiglione della Pescaia,unknown,,,,
42.797934,10.941503,Unbekannte Straße,Castiglione della Pescaia,unknown,,,,
42.799009,10.942209,Strada Provinciale 23 delle Strette,Castiglione della Pescaia,unknown,,,,
42.799644,10.943830,Strada Provinciale 23 delle Strette,Castiglione della Pescaia,unknown,,,,
42.799064,10.951277,Strada Provinciale 23 delle Strette,Castiglione della Pescaia,unknown,,,,
42.798899,10.951258,Strada Provinciale 23 delle Strette,Castiglione della Pescaia,unknown,,,,
42.798801,10.951930,Strada Provinciale 23 delle Strette,Castiglione della Pescaia,unknown,,,,
42.798625,10.954301,Strada Provinciale 23 delle Strette,Castiglione della Pescaia,unknown,,,,
42.798776,10.954800,Strada Provinciale 23 delle Strette,Castiglione della Pescaia,unknown,,,,
42.798195,10.961681,Strada vicinale di Cacciagrande,Castiglione della Pescaia,unknown,,,,
42.807936,10.964676,Strada vicinale di Cacciagrande,Castiglione della Pescaia,unknown,,,,
42.809433,10.964325,Strada vicinale di Cacciagrande,Castiglione della Pescaia,unknown,,,,
42.810722,10.964774,Strada vicinale di Cacciagrande,Castiglione della Pescaia,unknown,,,,
42.817324,10.965007,Strada vicinale di Cacciagrande,Castiglione della Pescaia,unknown,,,,
42.818055,10.964497,Strada vicinale di Cacciagrande,Castiglione della Pescaia,unknown,,,,
42.821271,10.960229,Strada vicinale di Cacciagrande,Castiglione della Pescaia,unknown,,,,
42.821901,10.959016,Strada vicinale di Cacciagrande,Castiglione della Pescaia,unknown,,,,
42.822374,10.957563,Strada vicinale di Cacciagrande,Castiglione della Pescaia,unknown,,,,
42.824372,10.954163,Strada vicinale di Cacciagrande,Castiglione della Pescaia,unknown,,,,
42.826223,10.951740,Strada vicinale di Cacciagrande,Castiglione della Pescaia,unknown,,,,
42.826195,10.951389,Strada vicinale di Cacciagrande,Castiglione della Pescaia,unknown,,,,
42.825061,10.950099,Strada vicinale di Cacciagrande,Castiglione della Pescaia,unknown,,,,
42.824482,10.946953,Strada Provinciale 23 delle Strette,Castiglione della Pescaia,unknown,,,,
42.825268,10.946311,Strada Provinciale 23 delle Strette,Castiglione della Pescaia,unknown,,,,
42.833741,10.945470,Strada Provinciale 23 delle Strette,Castiglione della Pescaia,unknown,,,,
42.834181,10.945732,Strada Provinciale 23 delle Strette,Castiglione della Pescaia,unknown,,,,
42.835981,10.947521,Strada Provinciale 23 delle Strette,Castiglione della Pescaia,unknown,,,,
42.837736,10.948359,Strada Provinciale 23 delle Strette,Castiglione della Pescaia,unknown,,,,
42.839172,10.948670,Strada Provinciale 23 delle Strette,Castiglione della Pescaia,unknown,,,,
42.841401,10.948423,Strada Provinciale 23 delle Strette,Castiglione della Pescaia,unknown,,,,
42.844668,10.946637,Strada Provinciale 23 delle Strette,Castiglione della Pescaia,unknown,,,,
42.845034,10.946658,Strada Provinciale 23 delle Strette,Castiglione della Pescaia,unknown,,,,
42.848127,10.948246,Strada Provinciale 23 delle Strette,Castiglione della Pescaia,unknown,,,,
42.848002,10.948633,Strada Provinciale 23 delle Strette,Castiglione della Pescaia,unknown,,,,
42.848201,10.948876,Strada Provinciale 23 delle Strette,Castiglione della Pescaia,unknown,,,,
42.849520,10.948876,Strada Provinciale 23 delle Strette,Castiglione della Pescaia,unknown,,,,
42.850696,10.949426,Strada Provinciale 23 delle Strette,Castiglione della Pescaia,unknown,,,,
42.851844,10.950743,Strada Provinciale 23 delle Strette,Castiglione della Pescaia,unknown,,,,
42.852092,10.952063,Strada Provinciale 23 delle Strette,Castiglione della Pescaia,unknown,,,,
42.852077,10.956449,Unbekannte Straße,Vetulonia,unknown,,,,
42.851889,10.957258,Unbekannte Straße,Vetulonia,unknown,,,,
42.852173,10.959408,Unbekannte Straße,Vetulonia,unknown,,,,
42.851975,10.961714,Unbekannte Straße,Vetulonia,unknown,,,,
42.851522,10.963001,Unbekannte Straße,Vetulonia,unknown,,,,
42.850432,10.964761,Unbekannte Straße,Vetulonia,unknown,,,,
42.850119,10.965543,Unbekannte Straße,Vetulonia,unknown,,,,
42.849122,10.966396,Unbekannte Straße,Vetulonia,unknown,,,,
42.848379,10.967622,Unbekannte Straße,Vetulonia,unknown,,,,
42.848324,10.969939,Unbekannte Straße,Vetulonia,unknown,,,,
42.848499,10.970448,Unbekannte Straße,Vetulonia,unknown,,,,
42.848167,10.973888,Unbekannte Straße,Buriano,unknown,,,,
42.848580,10.976287,Unbekannte Straße,Buriano,unknown,,,,
