Name,Typ,Adresse,Latitude,Longitude,Elevation,Entfernung_m
,viewpoint,N/A,43.311633,11.324889,,1023
,viewpoint,N/A,43.420876,11.116143,,1375
,viewpoint,N/A,43.404635,11.136121,,177
Bastione di Santa Caterina Viewpoint,viewpoint,N/A,43.320760,11.323776,,570
,viewpoint,N/A,43.467469,11.041528,,493
,viewpoint,N/A,43.478647,11.047189,,1
,viewpoint,N/A,43.316809,11.334688,,476
,viewpoint,N/A,43.320033,11.327083,,332
,viewpoint,N/A,43.337434,11.321864,,867
,viewpoint,N/A,43.321476,11.322415,,669
,viewpoint,N/A,43.463305,11.069850,,4
,viewpoint,N/A,43.458470,11.072128,,406
,viewpoint,N/A,43.324856,11.351211,,2327
Viewpoint of Monteriggioni,viewpoint,N/A,43.389809,11.217678,,180
