Latitude,Longitude,Elevation (m),Time,Strecke Delta (km),Distanz (km),Aufstieg (m)
53.584150,10.047600,10.390000,,0.047013,4.689526,0.250000
53.584350,10.047810,10.710000,,0.026247,4.715773,0.320000
53.584490,10.048020,10.890000,,0.020886,4.736659,0.180000
53.584810,10.048550,11.300000,,0.050005,4.786664,0.410000
53.585310,10.049520,12.570000,,0.084991,4.871655,1.270000
53.585670,10.050160,13.460000,,0.058325,4.929980,0.890000
53.585880,10.050490,13.460000,,0.031998,4.961978,0.000000
53.586090,10.050760,14.240000,,0.029428,4.991405,0.780000
53.586480,10.051160,14.420000,,0.050851,5.042256,0.180000
53.586870,10.051560,14.530000,,0.050850,5.093106,0.110000
53.587335,10.051970,14.670000,,0.058443,5.151549,0.140000
53.587800,10.052380,15.180000,,0.058443,5.209992,0.510000
53.588130,10.052620,15.330000,,0.040019,5.250012,0.150000
53.588200,10.052660,15.330000,,0.008229,5.258241,0.000000
53.588290,10.052650,15.330000,,0.010039,5.268279,0.000000
53.588640,10.052870,15.590000,,0.041589,5.309868,0.260000
53.589130,10.053225,15.810000,,0.059387,5.369255,0.220000
53.589620,10.053580,15.800000,,0.059387,5.428642,0.000000
53.590060,10.053940,15.540000,,0.054465,5.483107,0.000000
53.590250,10.054110,15.460000,,0.023956,5.507063,0.000000
53.590410,10.054310,15.460000,,0.022192,5.529255,0.000000
53.590570,10.054530,15.190000,,0.023007,5.552262,0.000000
53.590970,10.055170,14.960000,,0.061465,5.613727,0.000000
53.591040,10.055410,14.980000,,0.017699,5.631426,0.020000
53.591520,10.056150,14.710000,,0.072491,5.703918,0.000000
53.591730,10.056440,14.430000,,0.030249,5.734167,0.000000
53.591980,10.056730,14.110000,,0.033807,5.767974,0.000000
53.592645,10.057735,13.610000,,0.099530,5.867504,0.000000
53.593310,10.058740,13.470000,,0.099530,5.967033,0.000000
53.593580,10.059110,13.520000,,0.038771,6.005805,0.050000
53.593750,10.059420,13.720000,,0.027916,6.033721,0.200000
53.594210,10.059990,14.470000,,0.063604,6.097325,0.750000
53.594320,10.060060,14.740000,,0.013091,6.110416,0.270000
53.594735,10.060590,15.450000,,0.058007,6.168423,0.710000
53.595150,10.061120,16.070000,,0.058007,6.226430,0.620000
53.595760,10.061980,17.310000,,0.088609,6.315038,1.240000
53.596425,10.062957,18.270000,,0.098317,6.413355,0.960000
53.597090,10.063935,18.610000,,0.098317,6.511673,0.340000
53.597755,10.064912,19.480000,,0.098317,6.609990,0.870000
53.598420,10.065890,20.240000,,0.098317,6.708307,0.760000
53.598880,10.066450,20.820000,,0.063211,6.771518,0.580000
53.599340,10.067010,21.200000,,0.063211,6.834729,0.380000
53.599750,10.067390,21.560000,,0.052107,6.886836,0.360000
53.600160,10.067830,22.040000,,0.054137,6.940973,0.480000
53.600470,10.068110,22.420000,,0.039166,6.980140,0.380000
53.600600,10.068310,22.420000,,0.019613,6.999752,0.000000
53.601160,10.068770,22.520000,,0.069368,7.069121,0.100000
53.601600,10.069090,22.770000,,0.053357,7.122477,0.250000
53.601860,10.069200,22.790000,,0.029840,7.152317,0.020000
53.602440,10.069540,23.040000,,0.068364,7.220681,0.250000
53.602710,10.069670,23.200000,,0.031258,7.251939,0.160000
53.602910,10.069820,23.200000,,0.024374,7.276313,0.000000
53.603010,10.069860,23.110000,,0.011440,7.287753,0.000000
53.603140,10.069840,23.030000,,0.014529,7.302283,0.000000
53.603753,10.070110,22.450000,,0.070564,7.372846,0.000000
53.604367,10.070380,22.190000,,0.070564,7.443410,0.000000
53.604980,10.070650,21.870000,,0.070564,7.513973,0.000000
53.605640,10.070920,21.690000,,0.075599,7.589573,0.000000
53.606300,10.071190,21.690000,,0.075599,7.665172,0.000000
53.606960,10.071460,21.820000,,0.075599,7.740771,0.130000
