Latitude,Longitude
53.55138,10.03217
53.55223,10.03153
53.55228,10.028110000000002
53.55205,10.02679
53.5523,10.02594
53.553230000000006,10.026060000000001
53.55330000000001,10.02594
53.554990000000004,10.026570000000001
53.556110000000004,10.0272
53.556650000000005,10.02649
53.563590000000005,10.024690000000001
53.564530000000005,10.0242
53.56591,10.024730000000002
53.56821000000001,10.02623
53.56824,10.02608
53.56911,10.0266
53.56983,10.026800000000001
53.572340000000004,10.03158
53.57627,10.037540000000002
53.577180000000006,10.038450000000001
53.5795,10.04002
53.579710000000006,10.04043
53.57983,10.041350000000001
53.58193000000001,10.04396
53.58297,10.04664
53.58435000000001,10.04781
53.586090000000006,10.05076
53.5878,10.052380000000001
53.590250000000005,10.054110000000001
53.59375000000001,10.059420000000001
53.595150000000004,10.06112
53.598420000000004,10.065890000000001
53.60060000000001,10.06831
53.601600000000005,10.069090000000001
53.60291,10.06982
53.607710000000004,10.071840000000002
53.609320000000004,10.07313
53.61151,10.07417
53.614250000000006,10.076120000000001
53.61536,10.07637
53.61592,10.07666
53.616960000000006,10.0776
53.61912,10.080630000000001
53.623290000000004,10.08421
53.625280000000004,10.08511
53.62771000000001,10.085700000000001
53.628330000000005,10.0861
53.63183000000001,10.089110000000002
53.64054,10.09603
53.64271,10.098400000000002
53.644980000000004,10.10055
53.64714000000001,10.102160000000001
53.64797000000001,10.1026
53.65081000000001,10.10504
53.65325000000001,10.10684
53.654410000000006,10.10725
53.65527,10.10786
53.655730000000005,10.108350000000002
53.65616000000001,10.109290000000001
53.65964,10.114400000000002
53.66031,10.115670000000001
53.66584,10.121310000000001
53.66760000000001,10.12406
53.668800000000005,10.12531
53.670590000000004,10.123880000000002
53.671220000000005,10.123940000000001
53.671600000000005,10.12536
53.671890000000005,10.12556
53.67698000000001,10.127350000000002
53.67821000000001,10.12856
53.68095,10.128820000000001
53.686370000000004,10.13016
53.68679,10.13043
53.687160000000006,10.13124
53.687450000000005,10.13142
53.68959,10.129790000000002
53.689890000000005,10.12972
53.69086000000001,10.1301
53.69265000000001,10.131160000000001
53.69306,10.13109
53.69646,10.12936
53.69807,10.126880000000002
53.69818000000001,10.127020000000002
53.69886,10.12686
53.699760000000005,10.127040000000001
53.708110000000005,10.131200000000002
53.70832000000001,10.13105
53.70839,10.130370000000001
53.70861000000001,10.130030000000001
53.70917000000001,10.12991
53.70973000000001,10.13005
53.71034,10.12911
53.71141000000001,10.131010000000002
53.712430000000005,10.13335
53.71356,10.136740000000001
53.71452000000001,10.14053
53.7182,10.139280000000001
53.71941,10.14029
53.724120000000006,10.142000000000001
53.725120000000004,10.142750000000001
53.727920000000005,10.14564
53.72872,10.14714
53.73039000000001,10.148710000000001
53.73319000000001,10.15182
53.734010000000005,10.151950000000001
53.73532,10.15291
53.73729,10.15516
53.73767,10.15604
53.739560000000004,10.163530000000002
53.73949,10.16477
53.74062000000001,10.16665
53.7413,10.167280000000002
53.74298,10.170670000000001
53.74591,10.17412
53.746570000000006,10.174380000000001
53.74754000000001,10.1743
53.74817,10.17402
53.749550000000006,10.175130000000001
53.75048,10.177010000000001
53.75155,10.175790000000001
53.753370000000004,10.176110000000001
53.753620000000005,10.17645
53.75388,10.17875
53.754310000000004,10.17965
53.762350000000005,10.182820000000001
53.762690000000006,10.18171
53.763160000000006,10.17894
53.76348,10.178830000000001
53.764140000000005,10.1795
53.76444000000001,10.17952
53.764880000000005,10.1811
53.76621,10.18424
53.76641000000001,10.18599
53.76789,10.186910000000001
53.76840000000001,10.18598
53.77,10.186060000000001
53.770270000000004,10.188360000000001
53.77215,10.196940000000001
53.7736,10.197920000000002
53.77441,10.198680000000001
53.77577,10.202110000000001
53.77648000000001,10.20246
53.77675000000001,10.20293
53.777570000000004,10.20345
53.779070000000004,10.205630000000001
53.78074,10.206800000000001
53.78208000000001,10.20805
53.784130000000005,10.21063
53.787380000000006,10.21366
53.78887,10.215910000000001
53.789260000000006,10.217170000000001
53.789880000000004,10.218200000000001
53.790800000000004,10.2192
53.79222000000001,10.220300000000002
53.793850000000006,10.22286
53.79804000000001,10.228050000000001
53.799200000000006,10.2314
53.79956000000001,10.231890000000002
53.80004,10.231750000000002
53.800160000000005,10.233550000000001
53.79903,10.23733
53.79863,10.239360000000001
53.79880000000001,10.24108
53.79899,10.241520000000001
53.79876,10.242410000000001
53.79892,10.24938
53.79871000000001,10.25181
53.797140000000006,10.256680000000001
53.79699,10.25774
53.79703000000001,10.2619
53.79753,10.263380000000002
53.79737000000001,10.265410000000001
53.79766000000001,10.26886
53.79852,10.27265
53.798640000000006,10.274740000000001
53.798790000000004,10.275020000000001
53.80382,10.27438
53.8036,10.27738
53.804480000000005,10.27777
53.805820000000004,10.277830000000002
53.80626,10.277740000000001
53.80671,10.27738
53.80781,10.277560000000001
53.808890000000005,10.279100000000001
53.809110000000004,10.27913
53.80962,10.278920000000001
53.810810000000004,10.27757
53.812270000000005,10.2774
53.81418000000001,10.277780000000002
53.815540000000006,10.27711
53.816500000000005,10.277410000000001
53.81777,10.279100000000001
53.818020000000004,10.28062
53.81848,10.28148
53.81837,10.28269
53.81897000000001,10.28491
53.819950000000006,10.286850000000001
53.82043,10.288490000000001
53.82244000000001,10.29019
53.82395,10.292050000000001
53.82481000000001,10.29259
53.828390000000006,10.293610000000001
53.832910000000005,10.293880000000001
53.834120000000006,10.29387
53.834680000000006,10.29359
53.83502000000001,10.293690000000002
53.83641000000001,10.295000000000002
53.837070000000004,10.296380000000001
53.83825,10.298100000000002
53.838570000000004,10.297220000000001
53.839620000000004,10.2957
53.850080000000005,10.29371
53.85192000000001,10.29419
53.85230000000001,10.29418
53.85296,10.29373
53.853730000000006,10.29381
53.85409000000001,10.294260000000001
53.85455,10.29579
53.85484,10.296230000000001
53.855270000000004,10.296230000000001
53.855470000000004,10.296040000000001
53.856210000000004,10.29428
53.86131,10.29597
53.86151,10.294870000000001
53.8633,10.2954
53.86394000000001,10.295770000000001
53.865190000000005,10.297780000000001
53.8661,10.29875
53.87228,10.30011
53.87259,10.300040000000001
53.87442000000001,10.298430000000002
53.87471000000001,10.29833
53.875980000000006,10.29898
53.8772,10.298660000000002
53.877660000000006,10.298680000000001
53.88199,10.29955
53.882810000000006,10.299560000000001
53.886,10.29831
53.88835,10.297910000000002
53.89067000000001,10.29701
53.895810000000004,10.29345
53.896840000000005,10.293220000000002
53.89904000000001,10.28992
53.899210000000004,10.29109
53.900960000000005,10.29508
53.902210000000004,10.296980000000001
53.90345000000001,10.301100000000002
53.90353,10.30189
53.903400000000005,10.3026
53.903600000000004,10.3039
53.903290000000005,10.30762
53.903470000000006,10.312800000000001
53.90379000000001,10.31339
53.90637,10.31455
53.90916000000001,10.317580000000001
53.913830000000004,10.317490000000001
53.91489000000001,10.3177
53.91610000000001,10.319550000000001
53.91682,10.320350000000001
53.91904,10.32163
53.91975000000001,10.32164
53.921060000000004,10.321250000000001
53.92362000000001,10.319870000000002
